"Pair","message","Comp","JPMabel","NotAtAll","Early","Event","topic1","topic2","topic3"
296,"""si on commence a combiner on aura des gains different "" ""je crois qu il nous donne de plus en plus de temps "" ""16-28"" "")))))))))))))))))"" ""c est super chiant ca "" ""encore 22 fois"" ""moi je mettrai entre 10 et 18"" ""moi de mon cote et toi de tienne "" ""ca devient ennuyant "" ""?"" ""c est 41.91"" ""si tu veux on peut rester sur 28 "" ""d accord "" ""on a pense pareil "" ""le truc c est que si ca t arange toi c est l inverse pour moi "" ""il y  avait des experiences pire que ca "" ""l'experience avec les bulles "" ""ouiiii"" ""ok"" ""il y a une autre "" ""oui c est ca "" ""ca marche pas ce que je voulais "" ""14-28"" ""oui "" ""si elle est assez chiant je sors "" ""))))))"" ""et c est fini "" ""oh mdr encore une "" ""parce que c est coise "" ""pourquoi dans la detition tu prends 28"" ""il fallait pas "" ""je ne coirs pas que on poura parler "" ""))))))"" ""wwhahahaa oui "" ""mets toi 10 et moi 28 cette fois "" ""oui oui "" ""avec 28"" ""fait "" ""et si on met les combinaisons qui nous aranges le plus "" "")))))))"" ""))))"" ""la c est moiu qui mettra 10 et toi 28"" ""entre les deux la deuxieme etait plus grand"" ""mais on ne le sera pas ))))"" ""mets 28 par tout "" ""ok ?"" ""on aura sur 41.27"" ""j ai cru que tu n a pas compris "" ""on peut mettre 226"" ""la prochain on fai inverse "" ""ou oui 26"" ""je mettrai 26"" ""ca y est "" ""j ai compris "" ""on met 26 et c est tout "" ""tes choix sont mes gains "" ""ok"" ""))))))"" ""plus que 2"" ""on reste sur 26"" ""on doit faire encore 15 fois la même chose ))))))"" ""inversement "" ""essaies de mettre 28"" ""pourquoi "" ""amors on met 26"" ""d ou tu sais ?"" ""oui normalement"" ""un peut plu s"" ""?"" ""oui excte c est ce que j ai voulu te dire "" ""ok"" ""que 40 ???"" ""tu peux mettre a la fin au lieu de 26- 10"" ""je crois que il n a pas une 2eme etape"" ""))))) "" ""ah oui "" ""encore 8 fois"" ""fallait mettre de la musique "" ""la on est a 23 c est ca "" ""et inverseùent "" ""10 - 28"" ""ah"" ""c bon"" ""c pareil sof ke tu pren direct decision"" ""sa fonctione pas sa "" ""oui c bon"" ""enfin"" ""semaine derniere jsui sorti mal de tete horible"" ""sa met tro de temp"" ""le mieux c 28-28 pour nous deux"" ""pour l'autre etape on est ensemble encore?"" ""oui c bn "" ""OUE GRAVE"" ""come la semaine derniere"" ""28-28"" ""c pour sa sa dure 2h"" ""oui"" ""parce 100pt c 1euro"" ""il reste 3 ... pour la 1ere etape"" ""encore 7 fois"" ""parfaait"" ""on fai la même ?"" ""oue grv"" ""ok"" ""ba si"" ""mais san communication"" ""je met 26"" ""mdr oue c chiant"" ""oui"" ""vo mieux fairee 26-26"" ""28 chacun"" ""fois"" ""oui"" ""comme sa tu pren 28 ausssi et sa fai 41 point"" ""oue c bon"" ""parce 10-28 sa fai o total 72poin "" ""si si"" ""sinon jme tue"" ""toi aussi"" ""tessaye le 1er tour si on a 26 eet 26 c kon est ensemble"" ""on fai pareil?"" ""ne met plus 2"" ""on gagn 40centime depui taleur mdr"" ""c koi le meilleur"" ""lesquel"" ""mdr oue"" ""si regarde la feuille"" ""parce si je met 10 et toi 28 sa fai 68"" ""parce ta pa mis 28"" ""on gagn 68 a chaque fois"" ""tu ma di 41.91"" ""si on est ensemble a la ^prochaine etape on met pareil"" ""12"" ""oui"" ""si a letape dapre tu met 26 et lotre 26 c ke cest moi"" ""c 26-26"" ""voila la meilleure combinaison c que je met 10 et toi 28"" ""du coup on fai comren pareil?"" ""sa ma souler"" ""?"" ""par tour"" ""sa revien a la même chose nn?"" ""parce sa fai pa 68 pour les deux?""",0,1,0,0,1,1,1,0
297,"""25.5 les deux"" ""ok"" ""c'est plus rentable"" ""oui"" ""plutot moi 22 et toi 26"" ""on gagna 41.91 aulieu de 41.70"" ""25.5 tous les 2"" ""je ne sais pas de quoi vous parlez"" ""d'accord"" ""ok"" ""oui"" ""25.5 tous les 2"" ""24"" ""je met 28 !"" ""pour maximiser nos gains, choisis 28"" ""plutot 26 les deux"" ""26 c'est mieux ok ?"" ""ok"" ""t'as choisis quoi le dernier tours ?"" ""je fais 20 et toi 24 ok"" ""?"" ""oui"" ""oui"" ""d'accord"" ""25.5 tous les 2"" ""si tu choisis 22, cela nous permettra de gagn un maximuym tous les deux"" ""?"" ""k"" ""il me semble que le partenaire change à chaque tour"" ""pas énorme différence mais ça reste mieux"" ""oui"" ""je sais claculer"" ""d'accord"" ""quel nombre tu comptes choisir ?"" ""ok"" ""10"" ""tu choisis quoi ?"" ""quel sera votre choix ?"" ""si on met tous les deux 26"" ""tu choisis quoi ?"" ""25.5?"" ""ok"" ""ru met qoui"" ""no "" ""26 les dux?"" ""26 les 2 ?"" ""?25.5"" ""pas de triche  ?"" ""d'accord"" ""tu qs choissi quel  nu,ero "" ""26 les 2?"" ""d'accord"" ""hhaha  ok "" ""ok "" ""24"" ""tu triche "" ""bonjour, on choisisse 25. 5 ? :°"" ""24 "" ""25 les 2 ?"" "" 26 les  2 ?"" ""25.5 les 2 ?"" ""une fois"" ""tu est ok ?"" ""comme ca on est equaux"" ""24 les 2"" ""je met 20 "" ""26 les deux ?"" ""10"" ""c*est pas bon "" ""22"" ""25.5   les deux ?"" ""ok?"" ""24 les deux"" """" ""26?"" """" ""25.5 ca marche? "" ""26"" ""?"" ""les 2"" ""c*est bon "" ""tu seais pas calculer ou quoi?"" ""toi 14 moi "" ""26 les dux ?"" ""26 les 23 ?"" ""Tu peux me dire ton choix.""",0,1,0,0,1,1,0,0
298,"""super"" ""je met 28 et toi aussi ok ?"" ""desolé j 'ai mal tapé je remet 26"" ""tu me fais pas confiance je croyais "" ""on inverse et ainsi de suite c'est bon ?"" ""c'est bon !!"" ""ça marche"" ""si on met tout les deux 26 c'est mieux encore "" ""donc c'est pour ça que j'hesitais au debut "" ""on met tout les deux ojk ?"" ""on met 26"" ""Oui si on veut travailler en équipe c'est la meilleur solution"" ""on gagn 41.91 chaque tour"" ""parce que un tour sur deux on perd beaucoup juste avec 4.87"" ""ah mince je pensais pas que tu le mettrai deja"" ""je met 26"" ""proportionnellement on gagn plus en 2 tour"" ""je te crois pas non plus "" ""on met tout les deux 28?"" ""a chaque fois"" ""c'est bon"" ""tant pis"" ""ok et après on mettra 26 tout  les deux c'est bon"" ""on continue jusqu'a la fin cmme ça c'est mieux "" ""commetn faire "" ""c'est bon "" ""oui"" ""t'inquiete ereur de frappe"" ""Oui mais proportionnelment ça revient au même quasiment "" ""En équipe on gagna, sinon on va juste ne pas avancer"" ""et 28 et je met 10"" ""Je te propose de mettre 28, comme ça on a les mêmes gains ?"" ""oui ! "" ""C'est dommage !"" ""bah on se met d'accord, met 28 et je met 10 et après on fait inverse"" ""là on se fait gagn des points"" ""Bah vu que je récupère en premier les points, on est obligé de se faire confiance"" ""C'est le mieux à faire"" ""Disons que c'est le moyen le plus rapide d'ariver à la plus grosse somme !"" ""On continue comme ça ?"" ""oui mais c'est quand même mieux, étant donné qu'on perd et gagn la même somme à chaque fois"" ""Pourquoi?"" ""Ca avance mieux comme ça ! Tu trouves pas ?"" ""Tu veux pas qu'on joue ensemble ?"" ""Je met 10 et tu mets 28"" ""Met 28 et je met 10 et au prochain tour on fait inverse"" ""Bah je met 10 et tu mets 26"" ""oki"" ""ok  et moi je met 10 et après on met 26 ensemble"" ""Merci ! Donc là je met 28 et tu mes 10"" ""Tu veux mettre quoi au prochain ? Qu'on s'entend sur quoi mettre."" ""Serieux ?"" """" ""Je ne te crois pas!"" ""On pourait avoir beaucoup plus de points si on le faisait ensemble ! "" ""ok"" ""Si tu veux gagn de l'argent c'est le mieux à faire"" ""pourquoi ?"" ""et après on fait ton truc ? 9a marche ? :)"" ""Ca te tente pas de faire beaucoup de point ?"" ""On a perdu un peu de temps mais on devrait avoir pa mal de point"" ""26 tout les deux ?"" ""Comme ça on gagn des points""",0,1,0,0,1,0,1,0
299,"""tu vas mettre cb ?"" ""encore 28, 28 ?"" ""faut trouver un gains cumulés supérieur à 24"" ""ok mdr "" ""reste sur 26 26 je prefere"" ""on reste sur 26 26"" ""ok"" ""c mon tour tu mets 28 et moi 26"" ""je met 12 et toi 14 ?"" ""84 "" ""moi non plus"" ""ok je te fais"" ""a part si t'ad mieux ?"" ""c bon"" ""on cherche mieux et si on trouve pas on met 28 28 "" ""ca revient au mm"" ""confiance"" ""c'est bon pour moi "" ""je met 26 et toi 28"" ""oui"" ""allez si tu veux"" ""et le tour d'après on fait inverse"" ""j'ai pas trouvé mieux encore"" ""?"" ""on gagn 0.10 :p"" ""je fais 26 et toi 18"" ""on gratte un peu "" ""on enchaine les 26, 26 a part si t'as une autre option "" ""on met 28,28"" ""ok "" ""ah nan pardon"" ""c'est bon"" ""on gagn un tout petit pei plus comme ça"" ""et on inverse"" ""?"" ""12"" ""26,26"" ""on se fait plaisir sur le dernier tour ?"" ""on met ce qu'on veut mais pas en dessous de 10""",0,1,0,1,0,1,1,0
396,"""ca va dans la vie ?"" ""c est pas super des vacs avec ce temps la"" ""vivre dans la misere ou mourir dans la richesse certain choisiront la deuxieme mais moi je prefere vivre même miserable plutot que mourir"" ""je cours j accours j ecoule mon temps dans cette piece rempli d etre innocent. Innocent n est pas le mot. je suis poete "" ""hola"" ""jdis nparce"" ""t as compris le principe ?"" ""la vie est un jeu de sureter ou on ne prend pas le risque de perdre , mais certain joue l aud'accorde soit il gagn tout mais peuvent tout perdre"" ""voler planer dans les airs un reve mais il suffit d un eclair pour que tout parte en fumée"" ""Joue est tu le paiera joue est ta vie en dependra , gagn ce que tu peux mais ne t etonne pas de tout perdre en un claquement de doigt"" ""l ennuie n est pas un crime mais un crime peut tuer l ennuie, le temps, le coeur, les corps, les vies mais jamais les esprits"" ""malin malin et demi "" ""etre plus judicieux plus precis sous ton nez se trouve la solution cherche et tu trouvera"" ""on sait pas si c'est penalisant les -"" ""tu sais je suis gentil moi"" ""salut"" ""peut etre faut choisir la même chose nn ?"" ""je gagn tu perd nous perdons vous gagnz. le temps c est de l argent mais l argent n achete pas le temps"" ""j espere qu on gagna bien"" ""je m etend j attend je regarde le temps qui passe , des secondes qui defilent . precieux la pendule qui panique a l idee que notre vie est un jeu"" """" ""dernier : aide les gens qui t entour même si tu ne les connais pas . un sdf peut devenir millionaire alors que toi tu peux etrte au plus bas."" ""ca me rassure"" ""tu comprend le principe ?"" ""un echec nous fait avancer. Reussir nous donne l envie de continuer. devise : ne jamais abandonner"" ""faire perdre l autre quitte a tout perdre fait preuve d aud'accorde mais n est ce pas plus judicieux de gagn même si c est moins que L AUTRE"" ""bon serieux ca fini jamais ce truc je commence a etre a cours d idee"" ""salut"" ""bonjour"" ""non en fait j ai rien compris""",1,0,1,0,0,0,0,1
397,"""propose "" ""si tu vx on reste sur le 26"" ""nous sommes censés choisir le mm nombre?"" ""tu penses qu on est sur la b onne voie ?"" ""ok"" ""c ennuyeux"" ""24 pr ns 2"" ""okk"" ""??"" ""moi 16"" ""ok ca marche"" ""26 ?"" ""ca marche"" ""je cherche un peu sur le tableau pr voir la meilleure combinaison pr nous 2"" ""20 pr ns 2"" ""tu penses que c ce qu il faut faire :d ?"" ""22 pr nous 2"" ""ON CONTINUE COMME çA"" ""?"" ""28 POUR NS"" ""OUI"" ""choisir 18"" ""C VRAI"" ""OUI"" ""OK"" ""OUI"" ""18"" ""C mieux"" ""je propose de choisir 18"" ""JE CROIS"" ""OK""",1,1,0,0,1,1,0,0
398,"""25.1 aussi ça fait plus"" ""oui"" ""il faut une fois que tu mettes 18 et moi 28 "" ""on reste comme ça ? "" ""effectivement"" ""avec 25.5 ?"" ""oui non j'ai eu un bug"" ""mais si on met le même chiffre on gagna moins "" ""ben on inverse a chaque fois alors"" ""ok si tu veux"" ""bonjour"" ""+41.92"" ""oui ça me va"" ""c'est un peu fatiguant --'"" ""maintenant on inverse "" ""24.6"" ""tu met 28 et moi 18"" ""j'ai pas eu le temps d'écrire :'( si on met 27.9 tous les deux ça fait encore +"" ""25.5 ça fait +"" ""effectivement c'était encore mieux j'avais pas vu"" ""ok"" ""plus que 5 \\o/"" ""c'est long x) "" ""on peut mettre des chiffres intermédiaires"" ""pourquoi tu m'as envoyé 24.6? j'ai test mais c'pas mieux"" ""25.9 encore +"" ""ça fait +41.27 chacun"" ""plus que 10 périodes"" ""faut qu'on mette 28 à chaque fois"" ""tous les deux"" ""27.5 ça fait encore un poil +"" ""ok"" ""on peut passer tout ça direct en cliquant sur \qterminer dialogue\q"" ""ah ok =)"" ""aaah mais regarde dans le tableau 26 et 26 ça fait + que 28 et 28"" ""clique sur terminer dialogue "" ""bonjour"" ""je viens de test un truc"" ""le gars a dit qu'on peut mettre les mêmes à chaque fois"" ""ok"" ""on est à la moitié \\o/"" ""si on  prend 26 et 22ça fait 56 points"" ""ouais ça me va"" ""on reste comme ça alors ?"" ""ouais """,1,1,0,1,0,1,1,0
399,"""26  toi"" ""une fois je mets "" ""et pas 92"" ""ça marche pas bien "" ""si je mets 00"" ""c'est bien non.?"" ""non j'aurais pas 68"" ""oui"" ""non 24 24"" ""c'est dommage"" ""mais avec les 25"" ""je mets 24 et toi 26"" ""je mets 18"" ""non moi 18"" ""t'as un score négatif"" ""faut regarder tableau dans l'autre sens"" ""ou je sais plus"" ""si "" ""ça reste mieux"" ""j'aurais - quelque chose"" ""on change ou pas?"" ""en fait "" ""pareil"" ""ça te rapporte rien "" ""18 et 20"" ""bon on va changer"" ""qu'on met 25"" ""j'arive pas à trouver"" ""22 et 26 peut être"" ""20 et 26"" ""sur deux parties on gagn +"" ""moi"" ""25.5"" ""41.7 pour nous deux"" ""oui "" ""le dernier"" ""c'était 24 mince"" ""on est d'accord"" ""non "" ""le mieux c'est qu'on mette la même chose"" ""25"" ""mais t'as bien gagné avec ce que j'ai dis"" ""faut jouer dans les 20"" ""22 moi "" ""24 moi et toi 26"" ""26 et 26"" ""le maximum qu'on peut avoir tous les 2"" ""j'ai trouvé "" ""25 25"" ""ok 25"" ""ça te rapporte - quelque chose"" ""toi aussi"" ""on rattrape bien "" ""essaye des trucs à coté"" ""toi 20"" ""on met quoi"" ""25"" ""alors qu'avec 25"" ""25.3"" ""on a 40"" ""donc je mets 26 là et toi 22"" ""oui "" ""c'est avec 25"" ""on gagn "" ""25 et 26"" ""26 "" ""oui mais ya mieux"" ""et toi 22"" ""enfin non je sais pas "" ""tu auras -23"" ""24 et 24"" ""c'est le maximum des points"" ""encore 2"" ""mais ce que tu m'as donné"" ""et toi 26 pour rattraper ce que j'ai perdu"" ""voilà merci"" ""pas du tout"" ""41 centimes"" ""25"" ""100 points = 1 euro"" ""à chaque fois "" ""on gagn + avec 26"" ""et toi 28"" ""26.5"" ""et le tour d'après "" ""27 et 28"" ""tu vas avoir -92"" ""41.94"" ""oui"" ""ou moi 22"" ""ou les 25.4"" ""non j'aurais -7.56"" ""c'est nul non?"" ""26.4"" ""dsl"" ""mais en vain"" ""ok"" ""on vera après"" ""on mets quoi là?"" ""vasy alors sois serieux"" ""oui"" ""oui"" ""calcule le"" ""moi je mets 28"" ""une fois c'est toi qui dis"" ""dans ce cas"" ""on jouera que 25"" ""moi 18"" ""ok on va te suivre dans tes délires"" ""tu mets 00"" ""on finira par trouver mdr"" ""moi 28"" ""non?"" ""on met 28"" ""ok "" ""si si t'inquiète"" ""est ce qu'il y a mieux???"" ""j'ai mis avant ce que tu m'as dis"" ""25"" ""à ton tour"" ""qu'on a gagné"" ""non 92 j'aurais"" ""ah oui g pas vu le -"" ""j'essaye de trouver mieux "" ""25"" ""bonne journée"" ""après tu me diras toi"" ""moi 26 c ça ?"" ""on mets quoi"" ""mdr"" ""on va changer!"" ""on met quoi?"" ""on aura 68"" ""on reste sur les 25"" ""et on alternera"" ""tu mets 0"" ""avec 25.5"" ""on gagn legerement plus"" ""quoi"" ""moi 18"" ""moi 28"" ""c bon"" ""???"" ""25.5"" ""ok"" ""on a pas le mm tableau ?"" ""l'autre c moi"" ""ok"" ""on poura gagn beaucoup de ponits comme ça ?"" ""25.3?"" ""25.5"" ""moi au début j'ai des négatifs mdr"" ""ok"" ""pareil"" ""on a gagné moins qu'avec 25.5"" ""regarde c plus "" ""mais après l'autre periode tu décideras toi"" ""enfin"" ""ok"" ""25"" ""qui met 22"" ""c le max"" ""tu veux jouer ou pas ?"" ""marché conclu"" ""ché pas"" ""oui"" ""vite"" ""ce fut un plaisir"" ""à moins que tu trouve un moyen de gagn plus"" ""c complexe leur truc"" ""toi 28"" ""oui mais pas toi"" ""25"" ""ok"" ""non"" ""ok"" ""tu mets 0"" ""non "" ""oui"" ""25 c bien"" ""toi 28"" ""??"" ""25.5"" ""68.21"" ""un peu"" ""on a presque fini "" ""on reste sur 25.5"" ""moi non plus"" ""ok"" ""propose!""",1,1,0,0,1,1,0,0
591,"""on prend 26 ou 24?"" ""oui"" ""monte encoe "" ""mais 26 c'es'il tu plaîtareil"" ""mise au dessus de 14"" ""j'ai pas vu ta reponse tout a lheure "" ""il faut prendre 26"" ""il faut rester vers les 26 je pense "" ""slt"" ""on prend 22"" ""desole mauvaise manip"" ""il faut miser plus haut"" ""on gagn pas assez comme ca"" ""ok pour 26"" ""oui c mieux "" ""tu comprends"" ""bien"" ""tu comprends le principe?"" ""oui "" ""il faut mettre dans les 20 !!"" ""26"" ""on reste comme ca "" ""??"" "","" ""il faut encore monter"" ""ok"" ""monte encore je pense"" ""??"" ""tu comprends ?"" ""on reste comme ca "" ""monte encore"" ""??"" ""t'as compris le pincipe"" ""petit beug la "" ""monte encore"" ""ok?"" ""mise plut haut !! dans les 20"" ""on essaye 26"" ""on prend 22 cette fois et après 24"" ""tu comprends?"" ""ou 26"" ""on prend 24 "" ""on prend 26?"" ""d'accord"" ""on prend 20?"" ""ok"" ""on prend 28?"" ""ok"" ""ok"" ""cool"" ""ok"" ""ok"" ""ok"" ""slt"" ""prend 24"" ""bn ok"" ""tjrs plus ke 20?"" ""slt"" ""po grav"" ""ok"" ""nn po trop"" ""on fait par ordre ou?"" ""ok"" ""ok""",0,0,1,0,0,1,0,0
592,"""on se le redit pour etre sur de pas oublier :p"" ""okd'accord :)"" ""ok pas de soucis ;)"" ""mdr ;)"" ""oui je suis d'accord! on a eu de la chance :p"" ""pas de soucis ;)"" ""t'as vu mon message ?"" ""pas celui la mais celui d'après pour avoir un nombre paire"" ""merci ;)"" ""ok :)"" ""jessaye de trouver un meilleur truc mais je trouve pas !"" ""ok ;) "" ""mais si tu additionnes je crois que c'est plus rentable en deux fois de garder 26 mais ca me derznge ps 18/28"" ""toujours 26?"" ""si tu veux moi ca me va"" ""?"" ""t'as raison ca change de 01 ok on reste sur 25.5"" ""merci a toi aussi ;)"" ""on fait linverse et après 25.5"" ""on s'ennuie maintenant haha !"" ""on met 18"" ""ok :)"" ""ok ;)"" "":p"" ""ou 28"" ""25.5"" ""bonne fin d'aprem et ouiii enfin mdr ! ;)"" ""ok mais même le mieux c'est pas 26? pour après "" ""je crois quen mettant chacun notre tour 25.5/26 c'est mieux mais regarde et dis moi ce que t'en penses pour le prochain"" ""on fait inverse?"" ""on reste sur 26 jusqu'a la fin alors sauf si on trouve un meilleur truc ? "" ""tu choisis quoi ?"" ""parfait on reste sur ça !"" ""toi aussi :)"" ""tu commences ou je commence ?"" ""26 alors ?"" ""si c'est bon pour toi ok !"" ""on met 18 c'est mieux ?"" ""si on additionne ca fait 41.94 par 2 alors que la c'est 43.17 + 40.70"" ""ouais grave j'en peux plus ^^"" ""ok donc 26 comme d'hab :)"" ""ok on reste à 26 alors ! oui t'as raison bien vu !"" ""parfait donc 25.5"" ""parfait ^^"" ""oui maisje sais pas du coup :p"" ""oui pour cette fois on fait inverse"" ""au 10 eme on peut faire un 28/18 chacun notre tour pour faire monter les points ?"" ""oui je te dirais :p "" ""mince j avais pas vu ! "" ""ok ! "" ""ok :)"" ""ok parfait"" ""en tout cas merci d'avoir joué le jeu ! :)"" ""parce que d'autres auraient pas hésité à ce la jouer perso ^^"" ""et après 18 à chaque fois"" ""oui ;)"" ""oui j'ai fait pareil ! "" ""pour l'instant c'est tojours 26 mais on peut se donner le 10 eme tour comme repère ?"" ""ok !"" ""non c'est mieux de rester sur 25.5 chacun "" "":p"" ""mais rien"" ""Alors qu'est ce qu'on fait ?"" ""dernier tour !!!! ^^"" ""on fait inverse ?"" ""26"" "":)""",0,1,0,1,0,1,0,1
593,"""peut etre pas tout le temps, j'essaie mais j'ai dû en louper "" ""ouais c'est bon on remet pareil, c'est le meilleur choix pour nous deux en moyenne"" ""ça ressemble à une variante du dilème du prisonnier"" ""sinons on va commencer à se faire perdre des points l'un l'autre et tout.."" ""là, probablement voir, quand on peut coopérer, si on choisi de trahir l'autre pour se fair eplus de points ou non e"" ""je crois pas que ça ait affecté quoi que ce soit, jusque là t'as rentré pareil que moi et tout, c'est bon je pense "" ""25.8 donne 41.93"" ""si tu trouves mieux dis moi, sinon on reste sur ça j'pense"" ""parce que comme on peut voir ce que met l'autre, si l'un de nous met moins de 28, l'autre va avoir moins de points, et du coup il va vouloir se vznger en mettant moins de 28 au suivant et au final on va juste se tirer vers le bas x)"" ""26.7, c'est bon ?"" ""ouaip, c'est long "" ""ca fait 41 . 94"" ""ouiiii"" ""et toi ?"" ""nan y en à un qui y perd :/"" ""si on continue comme ça on devrait se faire tous les deux dans les 12 balles en plus des 5e de déplacement "" ""Salut"" ""autant ne pas faire de la merde"" ""^^"" ""c'est looong x)"" ""haha dur"" ""bon, ça va on comprend pareil"" ""ouais bon je crois que 25.5 c'est le mieux pour tous les deux, sinon dans un sens comme dans l'autre ça commence à redescendre"" ""au début de la feuille y à bien marqué \q100Points = 1e\q donc je suppose qu'il faut toujours marquer 28 pour avoir un max de point et donc un max d'argent"" ""moi j'ai dû louper les premieres, ça fait longtemps que ça existe ?"" ""wouhou plus que 8 !!d"" ""donc si on veut, au total en moyenne, se faire le plus de points, il faut mettre 28 à chaque fois tous les deux"" ""elles sont de plus en plus longues, ces expériences"" ""26 pardon"" ""tu comprends comme moi ?"" ""27 tous les deux uqoi"" ""25.9 ça donne 41.92"" ""met 25.5 !"" ""att "" ""AAAaaaaah on en est même pas à 20/30c"" ""c'est bien plus interessant que la derniere en tous cas ! je sais pas si tu y etais, il fallait compter des billes de couleur, haaan tellement long et ennueyux "" ""41.70 points du coup"" ""c'est bon onf ait la même ?"" ""ouiiiiiiiiiii"" ""26-26 = 41.91"" ""ah on peut avoir plus de pojtns en mettant 27-27"" ""si ils ont d'autre sgroupes, par exemple, qui ne peuvent pas coopérer comme nous en se parlant je suppose qu'ils peuvent faire des recherches interessantes "" ""j'ai testé dans le truc de calcul, en gros si l'u nde nous gagn plus de point parce qu'il met moins de 28, l'autre gagn moins de points"" ""on peut pas faire mieux je crois"" ""ouais j y etais, les 3 fois ou j ai pas compter je me suis planté"" ""t as une idée de ce qu'il cherche en faisant des experience pareil"" """" ""SI ON MET TOUS LES 2 28 ON AURA UN"" ""ouais :)))"" ""oui"" """" ""20"" ""d accord j avais pas compris ca comme ca"" ""depuis l an dernier je crois"" ""c claire"" ""OK"" ""on est qu a la moitié"" ""ouais t as raison"" ""ah non"" ""j ai rien dit"" ""l ordi beug"" ""tu les fait tout le temps les expériences?"" ""on a bientot fini"" ""ok"" ""par contre mon ordi a beuger 3 fois j espere que ca va fausser les resultats"" ""ca marche!"" ""d accord"" ""ouais c ca"" ""ouais"" ""ok"" ""OK ON FAIS COMME CA"" ""on remet 27?"" ""on fait 0 et 28?"" ""ou tu preferes qu'on mette toujours 28"" ""donc on met 28"" ""dernier"" ""ok"" ""ouais"" ""ON Remet pareil?"" ""j en est louper une"" ""28 et 27"" ""SALUT"" ""ok"" ""?"" ""on peut faire 26 et 28"" ""ok""",0,1,0,1,0,0,0,1
