any_suggestion,suggest_safe ,suggest_efficient,agree_proposal,discuss_coordinte,discuss_fairness,discuss_efficient,discuss_rules,explanation,discuss_howtoplay,ask_game,receive_report,truthful,falsehood,contradict,neither_report,original_message
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2; llevamos c y f unos 6 pavos/1; 5/2; vuelta a empezar/2; que pateo jajajajaja/1; perfecto/2; otra igual/2; vale
1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,"1; 3? te lo pregunto solo para asegurarme ;)/2; pues 3 otra vez :)/1; jajajaj ya/2; 3/1; el jugador A es lo que mas gana sin hacer nada!!/1; si si 3/2; ya :(/1; nono/2; okey/2; 5/5 entoncces/1; si/2; perfect/2; 1/1?/1; si/2; porque tu maximo tambien es 46/2; sino cogias tu/1; asi esta bien/2; okey/2; y todo esto cuantas veces mas hay que repeitrlo?/1; tranqui tranqui/0; jugando al juego 3 ganareis 40 cada uno/2; porque el juego se escoge por sorteo/1; dale al 5/0; vale/0; y como sabeis que es el juego 5 ?/2; nos lo pone/0; ahh/1; ahora el 3/2; ahora 3/2; todo 3/0; sii/1; en todos los juegos/0; con fila y columna mismo num/0; salen mas gamancias/1; exacto/2; Pero hay que intentar sacar el mayor beneficio/1; madre mia/2; F3 c3/2; y en el 4 y 5/1; 3.3/1; Si porque va muy lento/2; sisi/2; media hora cada pantalla jajajaj/0; en el punto 12 de las instrucciones pone lo qe vale cada punto/1; A?/0; sisi, 3.3 a tope/2; la gente que escribe tanto ajajajjajaaj/1; Entonces ganamos 5€ más lo que sumemos aquí?/0; eso creo/2; o alomejor al acabar nos asignan tantos puntos segun lo hayamos hecho/0; si, tambien puede ser/1; Ni idea/2; 33/1; Este es el juego bueno/1; jajajajaja/2; sisi/0; jajaja/2; todo al 3/2; pues hay sueño/1; Es un poco aburrido/0; va muy lento, no le dan al ok rapido/1; vale/1; igual no/2; otra no?/1; o quieres elejir la mas alta/2; que va por 6 puntos no me importa/2; en dos juegos no hemos ganado ni lo que ha ganado el en uno../1; jajajaj ya!!/2; pero creo que si lo haciamos uno tu y otro yo A ganaba aun mas/1; 3/2; si jajaja/2; 3/1; ;)/1; 3 =)/2; perf"
1.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,2; 3/1; pues son  18 rondas en total/1; y llevamos 11/2; 5/5?/1; si quieres f4 y c4/1; porq asi ganas tu 10 mas/1; y yo solo pierdo 3 opuntos/2; okey/2; como quieras/2; 4/4 entonces?/1; si/2; gracias/1; xd/1; de nada/1; xD/0; juego 3 fila 3 columna 3/1; mi idolo jajaja/0; jajajjaj/2; ? guaita/0; ??/1; nada nada/2; todo 3 ahora participante a/1; sisi/0; entendido
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1; cuidado/0; fijaros si cambia/1; no se cambie/1; eso/2; todo 3/2; todo 3/1; 3/0; vale/0; con cual ganamos mas?/1; la 11 22 gana mas el f y 44 55 gano mas yo/1; el c*/1; la 33 es la mas igualada/0; pero cual cojo ahora?/1; en todos creo/2; la c1 f1/2; Es la mas repartida/2; Dentro de que todos ganamos/0; decidme que cojo ahora/1; f5c5/2; fa c4 y c5 l5/0; y eso?/0; con lo facil q es poner 3.3/2; con lo rapido que se hace/1; Exacto/1; Dan mucho tiempo creo yo/2; y despues de esto que habra/1; En un minuto se puede/0; y la gente escribe hasta el final/2; que bien ahora/1; Que suerte/2; el 3/2; manteca/2; 3.3/2; ahora ha ido mas rapido/0; jajaja que no pare/2; sisi/1; Jajajajaja/2; pero si toca el juego 1 o 2 dejame elegir es lo unico/1; vale/2; eso si el jugadorA se va llevar 500 millones/1; yes/2; ;)/1; no entiendo porque los otros se escriban tanto :)/2; ya ves jajaja/2; se estaran contando su vida o algo -.-/1; jajajaj/1; pero no se puede =)/2; ya jajaja/2; bueno 3/2; 2/2?/1; podemos coger la 3/3/1; y la siguiente ganas tu/2; vale/2; entonces 3/3?/1; es q lo unico q pierdes son unos puntilos/2; si si me parece bien/2; entonces hacemos 18 y acabamos todo lo del lineex?/2; a esperar/1; que no cambie/1; atentos/2; todo 3/0; siii/1; A te estas llevando buen botin eh nats jajaja/1; que suerte jajaja/0; jejejeje  :P/2; ojala me hubiera tocado a/1; jajaja ya ves/2; todo 3/0; valee/1; eso/2; Vale espera/2; Lo mas justo es repartir ganancias/1; aunque lo mejor seria f3c3/0; decidme el que mas ganemos todos/2; y con c3 f3/2; tu 72
1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2; nosotros 36 36/2; Pero si quieres igualar porque tengo un poco menos seria justo/2; Y empezar a repartir totalmente/2; Y salir ganando todos/2; La la f1/2; Seria esa opcion/1; estamos en el juego 5
1.0,0.0,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1; ahoar/1; ahora/2; Porque asis e reparte/2; Aunque en unas yo gane menos/2; Como en esta/2; en la 4 y 5 yo gano menos/2; en la 3 igual/2; y en la 1 y en la 2/2; Yo mas/1; por 3 puntos entonces/2; el 3 las 6 que quedan/0; aqui me faltan los emoticonos/1; No entiendo de que habla la gente/1; Todo el rato es lo mismo/2; estaran ligando/0; o discuten pq restan/1; Jjajajajjaja/0; jajaja/2; jajajaja/1; Tan malos son?/2; el A los esta poniendo mal todo el rato/1; Porque se trata de que ganemos todos/2; claro/0; a mi me la jugaron la ultima vez jaja/2; nuestro A si que mola jajajajaj/2; si o q?/1; Creo yo vamos/0; oh yeah/1; SI?/2; ahoera cuentas jaja/2; madre mia/2; lo estamos haciendo de oro/1; ya estaba mirando si podemos ponerle una cantidad negativa/1; elije/2; vale a ver/2; o c1 f1/2; o c2 f2/2; por tres puntos ya ves/1; c2 f2 mejor no/1; ajaja/2; por eso te digo/1; si/1; 3..y ya acabamos/2; sii/2; hola/1; hola/2; que fila vas a coger?/1; pero q juego seleccionamos/2; donde se selecciona/2; ?/1; creo q si/2; ah/2; 2/2?/1; si/2; okey/2; porque si cogemos la 1 pierdes mucho tu/1; aa es verdad/1; lo q quieras/2; no no la 2 por que yo pierdo 3 y tu ganas 11/1; me parece bien/1; :)/2; te parece bien lña 1?/1; que no se cambiee/2; va que dentro de nada acabamos/2; vamos equipo/0; weee!!!/1; jjajjajajajajja/2; todo 2/1; eso/0; y si elegimos c3 y fila 3/0; asi los dos ganais por =/2; todo 2/2; c1/0; decidme
1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,"2; Vale es muy sencillo/2; o c1 f1 como antes para seguir repartiendo/0; es que yo no se que juego hay en cada caso entonces no se como elegir una buena combinacion/2; o f3 c3/1; a como que para seguir repartiendo/2; Respecto a F/2; ahora f5 c5/2; Asi es lo mas equilibrado/2; f3 c3/2; Juego 3/0; pues f3c3/2; Porque es donde mas se reparte/0; y ganamos todos/2; ole ole/1; Bien/2; el 3 jajajaja/2; cuenta eso A/1; Ya nos queda poco/0; pues habia que repartir dinero, parecido a ahora/0; nos dimos lo mismo todo el rato/0; en la ultima ronda me resto"
1.0,0.0,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,"2; que liante/1; Ehh no nos hagas eso ehh!! Que aquí ganamos todos/2; lo malo esque no sabes quien es jajajajaj/1; Te resto mucho?/0; jajajajaja/0; si, si.. me resto bastante/0; aun asi gane mucho/2; si no la peña saldria de aqui a golpes jajaja/1; Como son así/2; sisi/2; c2 f2/2; vale ahora si/1; cual/2; f1 c1/1; jajaja/1; vale/1; abajo/2; 3?/1; vale/2; la*/2; que es la unica que gano 54?/2; y luego tu/1; vale entonces me tocan dos seguidas tambien/2; si si/1; bien/2; gracias/1; la uno uno/2; si/2; elige/1; pf/1; yo q se/2; 3/3?/1; la 55/1; a vale/2; lo que quieras/0; y yo aunque gane menos, pero ya llevo ganado mucho/2; antes el se ha llevado mas/2; y ahora yo mas/0; vale/2; es lo justo/2; todo 2/1; sisi/1; es lo justo/2; todo 1/2; hoy ganas mucho participante A/1; jajajaja sisi/1; yo ganare poco/1; si estas ganando tu el doble que yo en las ultimas/2; tio entiende el juego/2; tu 80 nosotros 40/2; serian 80+40+40/0; era diferente, el ganaba mas/1; Yo la otra vez que vine el juego no se parecia mucho/2; yo empiezo hoy jaja/2; 3.3/2; 2/2; 3.3/2; el A es siempre la suma de los dos/1; lO TÍPICO/0; si/1; sí/2; yo creo que al igualar c y f nos daran algo"
1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1; No creo yo jajajaja/0; seguro q luego hacen una compensacion/2; jajajajajajajajajjaaja/1; No tendremos esa suerte/2; a eso me refiero/0; es trabajo en equipo en teoria/2; graciassss/1; el que tiene q dar gracia es A/1; fila uno/1; ci/1; si/2; 3/3 entonces?/1; si/2; joder/1; xd/2; jajajjaja/2; elige/1; la 33
1.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,"2; oki/2; gracias/2; 42495/1; en la 44/2; vale/2; que hacemos?/1; juego 1/1; fila/1; 1/1; columna 1/2; igual/0; juego 1?/2; el ganara el doble que nosotros/1; ya/2; pero esta hecho asi el juego/2; todo 1/0; jejeje pues si :(/1; claro rula y au/0; vale, todo 1/1; jajajaja/2; a doblar en la ruleta esa es buena jaja/2; todo 1/1; que pesaos jajaja/1; me llevo to poco/0; ajajajaj/1; pero bueno/1; jajjajajaja/2; Elige f1 c1/1; tendriamos que coger f3c3/1; entonces juego 1 f1c1 juego 3f3c3 (este caso) 5 f5c5/2; SI/1; y en el 2 y 4?/1; el 22 y el 44?/2; Al menos este bloque hemos estado mas atentos/2; En el y en el 2/2; Lo explico otra vez/0; en c3f3 siempre reparte bn/2; Si, pero no se saca mas beneficio/0; no estaria el chat/2; claro/1; Ya eso es verdad/1; Y lo de hacer 2 rondas será por algo no?/2; aunque es una investigacion , les da igual quien s elo quede/2; ni idea jajaja/0; hay mas rondas?/0; me muero/2; nose/2; podrian cambiar el juego/2; jajaja/0; que calor hace/2; 1/2; siis/1; yo al principio no había pillado el juego/2; jajajajajajaaj/2; si esque en verdad no tiene demasiado sentido/2; yo c3/1; vale pues hasta la cinco ganamos igual/2; una cosa/2; empieza a escoger ahora/2; tu escoges 4,5,6/2; y yo 7,8,9/1; 6 y 7 pa ti 8 y 9 pa mi?/1; a siiii/1; okey/2; cual/1; mejor ahora/1; venga vale el 4 y 4/0; o 3 y 3?/2; fila tres columna 3/2; si mas igualado"
1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0; perfecto/1; juego 1/0; 3 y 3?/2; juego 1/2; sii/0; c 1 y 1/2; columna 2/2; fila 2/1; ya queda menosssss/0; perdooooon/1; habiamos dicho 2 y 2/1; por eso eres C
1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,"0; ahi si que me corrompo/1; jaja/0; jajajajajajaja/0; exacto/0; jajajajajaja/2; jajjjajjaja/0; pos si suertee/2; mas money/2; 3/2; 3 3/1; 3 3?/0; valeee/2; que bien estamos de acuerdo siempre jajaja/0; si tio, y oigo a la gente escribir mucho/2; c3, f3 ganamos ambos otra vez/1; ok/1; hacemos 4 y 4 ?/1; y la siguiente si se puede tu gasnas mas asi/2; elige f5 yo c5 y ganas 50 y yo 26/2; asi ganas tu mas aun/2; la siguiento yo el que mas/1; ok/1; 2 y 2 ?/2; vale si, es la maxima para c/1; 5 y 5 y la proxima al reves para favorecerte a ti/2; vale va/2; 1, 1/0; 1 y 1/1; 5 y 5/1; juego 4/0; 1 y 1/1; no puede ser que te ponga juego 2/0; jajajaj/2; por tres monedillas de na/0; jajaja/0; decir/1; pensaba que ya habia terminado/1; juego 3/1; verdad?/0; aahhhhh/0; eso no se dice"
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"1; juego 3/0; 3 y 3?/1; pues 3 y 3/2; siii/1; otras vez/0; y yau/1; genial/2; se acaban enseguida/1; imagino que sera eso si, si quien decide prefiere quedarse todo dandole igual lo que le digan jaja/1; siempre esta lleno esto/2; si"
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0; claro pero no se quienj sera tan cabron/0; ya/1; valee/0; valeps/2; 1/1; 1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"0; 3 3/0; no?/1; sii/2; si/0; oka/1; 4/2; 4/0; iguales?/0; 3 3?/0; y la siguiente tambien y au/1; vale como querais/0; a mi me da igual/1; 3.3/0; ya, yo pensaba que no podia saber el juego/0; asi no tiene mucho sentido/0; jajaja/1; Jajajaja/1; Me refería antes a que en teoria hay 18 rondas pero se hacen en plan 2 sesiones de 9 y 9/1; Que será por algo alomejor/0; ah ni idea, igual ponderan difernte/2; esta gente se esta contando sus vidas/0; pero me lo estoy inventando/1; Porque si es lo mismo porque no las hacen seguidas?/0; en la segunda ronda la gente se pune chunga/0; jajaja/1; Ellos sabran!/0; pone*/2; jajajajajaajaj/1; Nos queda poco ya/2; 3 ronditas/0; van a decir, esta tia no mira ni la tabla jajaja/1; Jajajajaja/2; jajajajajajaj/1; En general la gente ni la mira/2; con lo que me den me voy a comprar medio consum/1; Supongo que la mayoría estarán haciendo lo mismo que nosotros/2; que hambre/1; Yo también tengo mucha hambre/2; seguro que hay un A codicioso por ahi/0; mi hermana ayer se llevo 16, a ver si hay suerte y se estiran mas/1; Y se me está haciendo un poco largo/2; que los tiene en negativoa todos jajaja/1; Yo la última vez me lleve 23"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0; otra ronda mas y me da un parraque/1; Hoy no creo que tanto/0; yo 41/1; Ostras que bien!!
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"2; un colega el otro dia 46/0; sisi, flipe/2; la 1 no para/2; tendria que salir la 3/1; En realidad nos lo estarán leyendo todo/2; si/1; No estaría mal la verdad/2; seguro/1; Jajajajaj/0; la gente esta concretada a tope eh/0; jajaja/1; Si si"
1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,"2; diran estos que hacen que bo hablan del juego jajaj/1; Se les va la vida ne ello/0; jajajaja/2; les puede el dinero/1; Nos queda unaaa!!!!!/2; menosmal jajaja/1; Qué ganas de verdad/2; no sabemos ni la hora que es/1; 0.51458333333333295/0; ya es de noche?/0; jajajaja/2; ya pa casa o hya mas cosas?/1; Jjajaja/1; Esperar a que nos paguen/1; jajajajaja/2; que rapido/0; esto ya es la despedida/0; jajaja/2; un placer equipo jajajaj/2; os habeis portao/1; A no nos falles en esta eh/1; jajajaja/0; jajajaajjajaaja/2; jajajajajaja/1; Yo al principio he marcado por marcar/2; la tabla de abajo es super util eh/1; Después lo he pillado/1; jajajajaja/1; Si/0; jajaja no la habia ni leido jajaja/2; ajjajajajajaaj/2; me tomare algo al salir a vuestra salud/1; Vamos aquí la gente dandolo todo en la última/0; y yo!! un placer jajaja/1; Nerviosos/2; sisi, no paran/1; Igualmente!!!/0; apurandooo/0; agonizando hasta el final/1; 3,2,1/2; auuu equipo/2; que cobreis mucho/1; Adios!/1; Eso digo yo/2; quieres/2; dime/1; perfe voy/1; c4 f4/2; y poque no c5f5/2; ganas mas/2; juego 4/1; siii no la vi/1; esaa/1; 5 5/2; ok/1; fila 5/1; columna 5/2; fila 1/1; propongo 3 y 3/1; si/0; vale mirar/0; todos los 3 y 3/0; de todos los juegos"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2; dos y dos tmb esta bien eh/0; pongo siempre 3 y 3?/2; lo que querais/1; eh/0; liada mia/0; perdonarme/0; es que al final habia leido el 1 y 1/1; ahora es el juego 4/0; y se me habia ido la cabeza/1; igualmente si te fijas/1; tampoco es que te lleves mucho mas/2; a ver no creo k fuera cabrona/2; la verdad/2; xk me sabria mal que venga la gente  yo jodiendo/0; eso espero porque como haya tercera ronda y cambiemos de rol...
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0; jajajajajaja/2; prefiero ser buena xD/1; jajaja/1; no creo que haya ya/1; congeniamos muy bien jaja/2; jaja yo igual digo que escribeen.../0; quiero saber quin soooois/2; y yoo/0; jope
1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"2; igual,no?/1; muy bien sigaMOS DOS MAS AMIGO@/1; SII/2; ok/1; 5 Y 5/2; c5f5, no/2; ??/1; siii/2; igual que antes/1; perfecto/2; okais/1; ahora te tocara a ti/2; en la siguiente ya/1; ?/0; columna 1/2; lo vamos viendo/1; 3 y 3/0; ahora cual?/2; dos dos/1; 3 y 3/0; eliges tu ahora f/1; pues mi mayor beneficio por la liada del anterior jjajaj/1; 5 y 5/0; perfecto/2; 4 y 4 no/0; perdona!/2; por solo tres monedas yo subo 11/2; rneta/2; renta*/1; ya pero yo acabo de perder 11/1; en el naterior/1; asi compoenso/1; ahora estamos igualados c/0; voy a ganar pasta por poner todo el rato 3/0; jajajajajaj/0; volvemos al c3 f3/0; ajjaja/2; jajajjajjjja/1; si la verdad que asi da gusto/0; habrá otra ronda más o que?/0; ya no se/2; YO HARIA LO QUE ME DIJERAIS JAJAJA/1; al final de las intrucciones lo pone/0; pero es que hemos estado poco tiempo/0; bueno va en esta hemos ganado un poco más/0; no no hay otra/2; sii/1; a las 5 haran los 90 minutos/2; no?/2; jou/1; esta ya es la ultima creo/0; si/0; eso pone/2; viva el c3f3/0; es que es maximo 90 min/0; vivaaa/1; cena gratis/0; jajajajaja/1; No se puede decir nada de nada por aqui no?/2; no/1; Pos vaya/0; nope/0; yaa/1; eso es dsps lo k diga usted/1; diga/2; c1f1/1; perfe/2; igual"
1.0,0.5,0.0,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"2; c1f1/1; okey/2; c1f1/1; 1/2; hagamos una cosa/1; dime/2; en esta primera escogemos la que ganemos lo mismo ambos/2; es decir la c3f3/2; y en la rondas 2,3,4 y 5 Elijo yo/1; vale si xk crea desigualdad esto/1; vale/0; fila 1/1; columna 1/1; fila 1/2; fila 1 coluna 1"
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0; bueno como querais/1; hemos dicho/1; asi nos llevamos lo mismo/2; que por tres moneditas es lo mismo/1; c no seas avaricioso/2; y en la proxima te lo llevas tu/0; juego?/1; 4/0; que elija el f ahora/0; y en la ultima el c/1; vale
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"0; ahora si/1; a partir de ahora 2 y 2 o 4 y 4/1; juego 4/1; otra vez/0; buas/0; elegir/2; yo pense que iba a venir y que no me iba a enterar de nada/1; no te rompes mucho la cabeza y a cobrar jaja/0; yo igual la verdad/1; este es el mas facil de los que he estado la verdad/2; me espere fuera mas de media hora/0; pensaba que esto seria to difivil/0; tu ya has ido a mas?/0; yo soy debutante/1; si esta es la 4 vez que vengo creo/0; jajajaj/0; joder te habras sacao ya bastante no?/1; jaja/2; jajjajajja bueno un placer xikos/2; xikas/1; igualmente/0; staba mirando a ver si habia alguna que vosotros ganarais más pero no c3 f3 es la más compensada/0; igualmente/0; un placer/1; claro si es la mejor en cualquier juego/2; tranki si/0; bueno pues ya me he pagado una buena cena o un festival/0; jajajaja/0; encantado/2; jjajajajja igual/1; 1/2; 3/0; 3 3/1; 4 4/2; lo mismo,/2; siii/1; joder eso/2; y en la 6,7,8 y 9 eliges tu/2; que te parece/2; ?/1; haha  okeey vale tambien/1; sisi/2; vale, pues la c3f3 ahora, qye ganamos lo mismo ambos/2; y luego ya como hemos dicho/2; entonces, ahora y hasta la 5 inclusive elijo yo/2; y luego tu/2; c1f1/1; ei tambien podriamosescoger segum el juego el que suma 80 xk me parece ke habra la misma probabilidad piensalo sino seguimos con lo dicho/1; osea 12 te benefician si cogemos 80 y 4 y5  a mi/0; 1 y 1?/2; sisi/1; me parece bien/0; te toca elegir tu beneficio mayor/1; pues 5 y 5/0; perfecto/2; okey/1; que bueno eres A/0; yo siempre!!/2; que peloteo tu/2; 2 y 2/1; ponemos 3 y 3?/0; 3 y 3/2; vale pero a la proxima me toca a mi"
1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1; no/0; si/1; o sea/0; vale/1; asi seguimos igualados/1; exactamente/0; y la ultima f/1; entiendes?/2; jajjajajja genial y las otras/1; que va.../2; veces que cobraste?/0; eso cuanto te sacaste?/1; depende en unos sobre 20 otros sobre 10/1; cuando mas 27/1; c3 f3/2; bueno poco a poco/0; no esta mal/2; sisi c3 f3
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,2; el juego es el 3/1; sii/2; que fila y columna vas a escoger/0; f4 c4 os parece?/0; c5 f5?/1; sii/1; esa no
1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,"1; bueno si jaja/2; f3 c3/2; esa es equitativa para f y c/0; oki/1; vale esa la veo bien/2; el juego 4/1; ahora es el 4/1; me lio con la filas/2; jajaja/0; jajajajaja que cacau de nomeros/1; Ahora si que se acabo/2; pues si, yo no me he calculado anda/2; es como digo yo ganamos mas/1; el de 3 es x igual/2; c1f1/1; vale pues si mejhor simple sigamos asi!/1; f1c1/2; yes/2; sip/1; dos rondas mas confio en tiii haha/1; la cooperacion sumaaa/1; dos despues de esta/2; c1f1/1; siii/2; esta es la ultima que elijo yo/0; perfecto/1; juego 4/0; juego?/1; 3/0; ccccc te toca elegir/2; fila 2/1; bueno vale/2; vale!!!!/1; juego 3/0; oki/0; si c3 f3 es la clave/0; jajajaja/2; jajajajjajaja/0; si gano lo suficiente me tatuo f3 c3/2; otra mas de 9 plis/0; vale/2; c2f2?/0; el equitativo para f y c es c3 f3 en todos los juegos, no?/2; siii/2; pero sales siemore ganando A/0; ya, pero no puedo hacer nada/1; c3 f3 prefiero yo/2; vale c3f3/0; a ver, si no podemos ir alternando que uno gane mas en una ronda y el otro en la otra"
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"0; lo que prefirais/1; vale tambien bien/2; vale a la siguiente lo hacemos asi/2; esta c3f3/0; vale/1; perfe/2; nada/1; No ni yo/0; yo si/0; en la mano/0; ;)/2; vaya tela../1; okiii/2; en la siguiente ya empiezas a elegir tu/2; c1f1/1; perfectoo/2; cual quieres?/1; 42495/2; ok/2; igual, no?/1; no en esta de regalo/1; escoge el 4/1; 42464/2; ok"
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2; gracias/1; nada hombre es que estoy descubriendo ahora cosas/0; vale/0; como antes?/1; fila 5/2; juego 2/1; c 5/0; 3 y 3/2; columna 2/0; ah vale wsi
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0; perdona/1; perfecto/0; c/1; yo veo un 3 y 3/2; 3 Y 3/1; pero que idga c/0; 3 y 3?/2; Y la proxima tmb iguales y se acabó/0; jajajajajajaja/2; xD/1; las instrucciones dan a entender que son 2 veces y ya no?/1; lo que pasa que no entiendo muy bien la finalidad del experimento de hoy/0; c3 f3/0; ni yo/2; la finalidad es tauarnos los 3 c3f3/0; ver si repartiriamos lo más equilibrado posible o a sacar pasta y que les jodan a los tros supongo/2; juego 1/1; el 1/0; ni idea/0; que hacemos?/1; coge la c2f2/2; si/0; valee/1; y a la proxima en la que yo gano más y arreglado/2; valee/0; 2 2/2; sii/2; 4/1; 4/1; ostia jajaja/2; jajaja/1; pero ya esta hahah sigamos asi/1; hombre o mujer disculpa hahah/1; 42464/2; ok/2; tell me/1; x 12 centimos me da ihual/1; dale 3-3/2; ok/2; thanks/1; haha solidaridad es lo ke hace falta sigamos asiii/2; :)/1; knos vamos a gastar yaa!/1; perfecto igual compa/2; okis thanks/1; 42432/1; seloecciona la columna 3 yo pondre la 3 tbn/1; asi ganamos ambos/2; okay/1; no no/0; 2 o 4?/2; es el 2/2; a mi me pone eso
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0; ah val vale/1; es que el juego es el que nos dicen ellos/1; a mi me pone que es el 4/2; a mi el dos/0; que quereis?/2; fila 1 columna 1 mismo/1; nooo/2; te he hecho un favor f/1; graciassss/2; podria haber dicho 1 y 1/0; el c es generoso!/0; todos aqui somos generosos/2; siiiiiiii/0; perfecto/0; 3 y 3 esta/2; contar un chiste o algo/1; sii/0; va/1; sois chicos/1; ambos/1; jajaja/2; k no os enterais/0; otros*/0; jajajajajajajaja/2; jajjaajajajja/0; exacto xd/2; lo malo es que las plazas
1.0,0.0,1.0,1.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"0; 4 4/2; sii/1; valee/0; geniaaal/2; 4/1; 4/0; pueees o iguales y hacemos 3 3, o 2 2 y gana c más/0; lo que prefirais/2; pues 2 2 y a la siguiente gana mas f/1; valee/0; valee"
