Numerical_Coordination_and_Strategy,Trust_Cooperation_and_Betrayal,OffTopic_Social_and_Affective_Chat,original_message
1,1,1,"""ouais je crois haha"" ""16?"" ""Hey, 26/26 ? Gain max :)"" ""26"" """" ""Allez pour une fois"" ""Font tous ça"" ""Hey gain max pour tout les deux --> 26/26"" "":p"" ""Ferme le dialogue hop hop"" ""Mensonge !"" ""Ha oui oui"" ""Slt 26/26?"" ""yop, on mets 26 chacun ?"" ""haha !"" ""Hey gain max pour tuot les deux c'st 26/26"" ""Je me plie à ta décision"" ""Non je perds, si on mets 18/18 c'est gain max"" ""Yes 100%"" ""Haaaaan <3"" ""Le gain max pour nous deux c'est 26/26"" ""La seule où c'est vraiment les deux valeurs, on est sur la diagonale du tableau"" ""26 c'est mieux"" ""suspens !"" ""Mes honneurs, inconnu"" ""Ok !"" ""18/18 on est équitable"" ""maximum qu'on puisse gagner"" ""Alright"" ""Tu mets 26 je te paie Mcdo"" ""Je sais haha"" ""à -5 même"" ""Mets 16 je mets 26"" ""Hey gain max pour tout les deux : 26/26"" ""Je suis honnete go "" ""En fait c'est inversé"" ""On speed on fait ça au hasard !"" """" ""30 fois, on est à 5 là"" ""J'ai trouvé mon âme soeur"" ""Check le calculateur de gains à côté tu verras"" ""Je te paye un coca si je mens"" ""Tu gagnes 0.7+"" ""Haha ouais mais on retombe pas sur les memes personnes"" ""On part sur un 0/0?"" ""Toute façon on va se mentir, gardons la surprise !"" ""Je te file des pts osef"" ""Hey gain max 26/26"" ""26 chacun"" ""Appuie sur Terminer Dialogue"" ""Mets 26 je mets pareil"" ""Let's go"" ""oue je crois"" ""J'ai faim que ça se finisse rapidos !"" ""Belle "" ""(Vie de mon chien, etc etc)"" ""chacun d'entre nous a l'inverse de l'autre"" ""On garde le suspens ?"" ""& le jambon !"" ""Hey gain max pour tout les deux: 26/26"" ""ce serait logique"" ""T'es bon?"" ""J'ai perdu foi en l'humanité."" ""MAGNIFIQUE §"" ""pas de perdant pour cette fois"" ""oui"" ""ok mais comment tu as calculé?"" ""yeap"" ""d'accord ..."" ""que je compare avc les miennes"" ""26 sur?"" ""tu veux mettre koi?"" ""16.5 c mieux"" ""28 :)"" ""26 26"" ""on est tous perdant o final"" ""C  bon ça me soule"" ""tu mets 28 je mets 16?"" ""bienvenu dans la finance"" ""ok 26"" ""c vrai les mensonge :)"" ""26 26 stp"" ""=66 pts"" ""lets go"" ""tes valeurs ou tu gagnes c koi?"" ""16.5?"" ""et on sensé faire ça tt le long?"" ""28 28 en valeur sur ça évit que l'un de nous se face couiller"" ""il me faut des pts"" ""t énorme :)"" ""on a pas le mm tableau?"" ""yeap"" ""C BON /°"" ""hey écoute , ca doit etre possible de trouver deux valeurs ou l'un gagne l'autre perd et en echangeant à chaque tour on est gagnant"" ""on change d'interlocuteur a chaque fois?"" ""26 26 ,"" ""18?"" ""on tire les valeurs au plus bas"" ""tu proposes?"" ""AHAHAHA"" ""vive les illuminatis"" ""mets 26 26 sans anarque"" ""et moi je mets 16.5"" ""ou 26?"" ""niquel :)"" ""on met 26 ce toyur mais faut que l'on commence a y reflechir"" ""??"" ""16 ou 26?"" ""on va dire qu'on est rationnel"" ""tu mets quoi?"""
1,1,1,"""je le fais vraiment"" ""tu gagnes"" ""on fait quoi?"" ""tous les deux é-?"" ""apres l envers"" ""ahah d accord"" ""on va voir"" ""37"" ""mais puis tu t es vengé"" ""non"" ""tu ne le  fqis pas"" ""pas facile deviner tes choix"" ""on fait une fois tu gagnes plus"" ""moi 26"" ""et moi 5"" ""donc 26? tous les 2?"" ""on continue comme ça?"" ""une fois je ggne plus"" ""oui je vais"" ""moi je viens de gagner \qè"" ""toi?"" ""oui "" ""toi 18"" ""5"" ""je mets 18"" ""si non pour faire plus on peut faire quoi?"" ""tou 26"" ""je choisis 16"" ""et une fois tu gagnes 61"" ""tu es assis où?"" ""toi 12"" ""donc on fait quoi"" ""encore 4"" ""ahah"" ""26 fixe mdrrr"" ""ok"" ""on a trouvé le juste compromis"" ""3 eme fois"" ""si non on fait une fois chacun"" ""c est ta faute"" ""il disait 48 pour toi"" ""et apres c est l envers"" ""apres toi 26 et moi 18"" ""ahah"" ""toi 22"" ""il en manque 3?"" ""pff"" ""26?"" ""premiére fois au leen?"" ""il a fallu du temps pour nous faire confiance"" ""si on fait moi 24"" ""ca me va"" ""oui"" ""tu peux me faire confiance et mettre 28.0"" ""donc dis moi si tu veux qu'on s'aide ou bien qu'on joue à pile ou face à chaque fois"" ""choisis 28.0"" ""on met tout les deux 28 ok ?"" ""il n'y a pas"" ""26"" ""regardes sur ton tableau 26.0 et 26.0 on gagne 41.91"" ""mets 28.0"" ""tu dois me répondre"" ""mdrrr ^^"" ""oui"" ""on a pas le droit de le dire, on verra à la fin de l'expérience"" ""tu as deja fait plusieurs fois des exp comme ca ?"" ""et on a 41.27"" ""si on fait tout le temps 28.0 tous les deux on gagne 41.27 à chaque fois et pas de jaloux"" ""oui et toi ?"" ""ok ?"" ""tu as fait combien de gain ?"" ""le mieux c'est 26.0"" ""je suis vraiment désolé maintenant 26.0 à chaque fois"" ""tu vois bien qu'on gagne pratiquement rien la, le mieux c'est 28 à deux"" ""tout à l'heure il m'ont mis que tu as gagné 60 et la 3"" ""on reste comme ca"" ""on peut vraiment pas se faire confiance on dirait"" ""je savais pas sis tu allais le faire"" ""ca te va ?"" ""non 26 tous les deux"" ""c'est le mieux"" ""je savais pas si tu allais le faire"" ""regarde la diagonale, lorsqu'on met tous les deux les même chiffre"" ""dans un autre truc c'est plus égal pour les deux"" ""on gagnera moins de point à la longue en faisant ton idée"" ""je te promet, on met 26 maintenant, ok ? promis"" ""c'est le mieux je pense"" ""Ah ouais, mais tu es pas de la fac ?"" ""les tiens tu veux dire, je crois que tu m'as battu plus de fois"" ""sur les 14 période restante ca fait beaucoup de point"" ""et ouais ^^"" ""tu mets 28 ok ?"" ""mdrrr"" ""un gagnera plus que l'autre"" ""ouais encore 4"" ""non"" ""on doit pas commencer à faire ca"" ""6"" ""26 tous les deux à chaque fois"" ""on gagne 41.27 tous les deux"" ""je te laisse une chance je met 26"" ""tu veux vraiment pas faire 28.0 tous les deux ?"" ""on fait terminer dialogue à chaque fois maintenant, comme ca on gagne du temps"" ""j'en avais marre de chercher à chaque fois une combine """
1,1,1,"""tu sais que tu peux parler en écrivanten bas?"" ""ok pour 26 !"" ""pourquoi?"" ""non c'est ennuyant mais on reste a 22 "" ""proposition?"" ""ou plutot 18 18 ,"" ""on continu comme ça"" ""plutot 18 / 18 "" ""donc 18 ? "" ""24"" ""pas grave , oui"" ""désolé 28 28 ca parait mieux ?"" ""23.5 mais on augmente pas plus "" ""non ca sert à rien "" ""on reste à 22 /22 jusqua la fin "" ""moi 18 toi 28 ?"" ""14 si tu veux "" ""ca evite de mettre 0.5"" ""oui mais on a intéret a dévier et je prendrais un risque en mettant 28"" ""si vraiment tu veux plus 22/22 ?"" ""sinon ça te dis de mettre plus?"" ""dsl on s est pas mis d accord avant de valider "" ""la 23.5?"" ""ok"" ""c es t mieux "" ""oui"" ""on met 28?"" ""ok"" ""on joue avc 26"" ""on essaye un autre nombre?"" ""on fait 23.5 on voit qu'est ce que ca donne"" ""on augmente nos gains 41.91"" ""28 et on gagne plus "" ""on augmente un peu"""
1,1,0,"""c noté"" ""dacc"" ""on choisit que 28 c le meilleur moyen"" ""oui sur fait moi confiance"" ""je choisis quoi dit moi "" ""bon on choisis tout les deux 28"" ""c noté"" ""tjrs la meme"" ""pour que l'on avance bien il faut que tu choisissent 28.0"" ""ca va nous faire un gains de 41"" ""tjrs 25.5"" ""25.0 c encore mieux"" ""si on sentend bien on va plutot bien finir"" ""il faut qu'on se mettent d'accord"" ""on opte pour lequel?"" ""aller encore 25.5 "" ""aller go"" ""toujours la meme"" ""le meilleur moyen de gagner des gains c que toi tu choissient 28.0 et moi 18.0"" ""oui"" ""dacc"" ""oui"" ""je tenvoi des msg depuis taleur"" ""oui jusqua la fin"" ""on continu comme ca jusqua la fin alors"" ""on reste sur 25.5"" ""sur?"" ""ok"" ""c le mieux"" ""si on met la meme chose cest mieux"" ""25.5 c mieux"" ""ouaip"" ""toujours pas de coordinaton?"" ""faudrait quon se coordonne "" ""ouaip"" ""na 27 et 27 cest un peu mieux"" ""le meilleur moyen cest quon mette tous les deux 28"" ""faut quon choisisse la meme chose """
1,1,1,"""on gagne 41 a chaque"" ""28.0 tout les deux "" ""je met 28.0"" ""fait moi confiance"" ""ca me fait 2 paquet de clope et 3 banco mdr"" ""plus les 5 euro mini"" ""bien evidement"" ""la on gagne 60 pts en deux coup"" ""parfait"" ""ca qu'on veut"" ""ok"" ""je crois c'est la meilleure solution,"" ""si on met a chaque fois 18 toi et 18 moi in gagne 35 chaque coup"" ""mdr"" ""un bon carambar au caramel "" ""tt'a mangé?"" ""bien vu"" ""un bon gros kebab sauce blanche alger avec frite et un putain de coca bien frai"" ""coup"" ""on va raffler la mise"" ""parce qu'il va etre fermé le camion"" ""et une clope pour terminer"" ""exactement "" ""met toi 28"" ""tu lis dans mes pensee"" ""ca fait 17"" ""j'ai tarpain faim putain"" ""tu connais un kebab pas loin?"" ""pareil"" ""on est bien la "" ""ont met a chaque fois 28.0 et 18.0 je pense"" ""faut changer"" ""et oue faut fructifier les biens"" ""ca fait 12 euros"" ""gr'osse fleme"" ""en tout on va avoir 1272 pt environ"" ""oui c'est pas mal, c'est chouette ces expériences "" ""c'était quoi la blague de ton carambar ? "" ""et en plus avec les banco tu peux gagner encore plus mdr"" ""l'expérience va pouvoir te payer ton kebab "" ""on a eu la meme pensée "" ""vas y fais moi rêver tu veux manger quoi après ? "" ""nourris toi de bonbon "" ""il faut alterner; une fois je mets 28 et toi 18 et lautre linverse"" ""on est bon la ;)"" ""je mets 28, mets 18 "" ""maintenant je mets 18, et toi 28"" ""vive l'éco x)"" ""sinon on mets tout les deux 18, a chaque fois on gagnera 35 points chacun a chaque tour !"" ""on va devenir millionnaire mdr"" ""il faut alterner comme ca on a tous les deux des points"" ""oui j'ai mangé à la cafet avant de venir "" ""pas loin non ... je connais plus le centre ville "" ""tout les deux 26 c'est encore mieux regarde"" ""si on fait 18.5 on gagne encore plus """
1,0,1,"""ok"" ""on continue "" ""ok on essai"" ""tas mis 24"" ""yep"" ""je met 24"" ""comme sa on a 50"" ""ok"" ""chelou"" ""j'ai mis 26"" ""pour celle là moi je met 24 toi tu met 26"" ""ok"" ""tu met 28"" ""toi tu t'en fou met juste 26"" ""et toi tas mis cmb"" ""on fait koi"" ""a"" ""je met 28"" ""on fait koi mtn"" ""wé"" ""c koi le souci"" ""oui et apres on inverse"" ""je met 18"" ""ok"" ""we grave"" ""apres"" ""on inverse"" ""tu met 26 et moi 24"" ""et on change apres"" ""we "" ""mais tt le monde va faire sa nn"" ""et apre on inverse"" ""au moment de valider "" ""26 26 ?"" ""ta race"" ""moi 26 toi 24"" ""tu te trompes à la fin"" ""pour valider"" ""moi 24 toi 26"" ""je mets 24"" ""24"" ""moi 24 toi 26"" ""pareil"" ""tu mets 26"" ""pour nous deux"" ""je mets 18 toi 28"" ""tu mets 28.0"" ""mets 28.0"" ""dans choix final"" ""mais dans cette etape mets dans choix de l'autre 18.0"" ""vas y "" ""on revient à 26 26 ?"" ""on doit essayer d'alterner a la prochaine"" ""ok ?"" ""ok ?????"" ""alors je mets 24.0 tu mets 26.0 "" ""c'est le plus rentable "" ""moi 24 toi 26"" ""même chose je pense "" ""je me suis trompé "" ""je mets 26"" ""et dans ton choix 28.0"" ""faut mettre ton choix pas le mien"" ""tu mets ton choix je pense "" ""ok ?"" ""alors qu'il faut mettre le mien"" ""t'as fais quoi "" ""vas y fais ca"" ""ok"" ""je mets 18.0"" ""ok"" ""on reste sur 26 26 c'est le plus rentable sur deux periodes"" ""merde"" ""y'as compris ou pas ??"" ""c'est ce que j'ai fais"" ""tu mets 24"" ""gains positifs et négatifs"" ""même chose ?"""
1,1,1,"""il faut que les gains sur le tableau soit max"" ""ok"" ""on sait pas qui est l'autre"" ""essay de trouver une combinais ou le gains est plus elevée meme par sommation "" ""la meme jusqu'a la fin"" ""non on gagnera moins"" ""chui le renoi"" ""le gains sera de 41.91"" ""18"" ""t une fille"" ""le gains est de 68.21"" ""ecrit bien 26.0"" ""26 26 c le mieux pour qu'on gagne nou 2 un max de gains"" ""met 18"" ""on essaye 28 18"" ""26 26 "" ""on fait 26 26"" ""on fait ca a chaque foix"" ""ok on fait 26.0 26.0"" ""26 26"" ""on fait 18 18"" ""je fait 22 et fait 20"" ""pareil"" ""moi chui l'autre pour toi et inversement"" ""on fait 26 26"" ""moi je met 28"" ""ok"" ""bon est daccord on reste sur le 26 26 jusque a la fin ?"" ""la meme ?"" ""choisit le nombre 28 et je prendrai le 18"" ""ouai mais  pour l'autre c'est -7.56"" ""pour l'instant c'est la seule combinéson ou on gagne la meme somme "" ""ok va pour 26 26"" ""comme tu veut"" ""no"" ""tu vas mettre quoi ?"" ""ha oui tu es en face de moi"" ""ok"" ""pas obligé "" ""moi je met juste 26"" ""ok je met 18"" ""avant de fais le calcul "" ""ouaip"" ""ouai j'ai vu"" ""je pensais que tu avais mi 22"" ""oui"" ""la on peut faire 28 28"" ""je pense que c'est mieux"" ""aller"" ""c'est bon"" ""ok"" ""et toi"" ""ok "" ""26 26?"" ""ok"" ""et c'est la plus eleve"""
1,1,1,"""jure ptn c long un peu "" ""bah dis moi "" ""j'étais censé gagné plus pas moins c'était ma demande"" ""ok "" ""je comprend rien"" ""je met 16"" ""liban et toi"" ""ok "" ""jusqua la fin on fais sa ?"" ""ok donc la on met 28"" ""turc"" ""arrete taleur tu ma dit met 26 ta mi 8 jai eeu moins qchose"" ""pck je fais que perdre"" ""ok "" ""bah oui biesnur surtout toi ;)"" ""oklm j'y vais au talent la"" ""sa ma fais perdre à moi"" ""hello"" ""je vois sa je vois sa"" ""et mtn"" ""que faut il faire quand on a le cafard"" ""met 28.0 toi"" ""?"" ""champion t'as vue"" ""c quand le dernier"" ""sur la feuille y a écrit en plus 8.18 donc meme toi taurais pas gagné "" ""??"" ""oklm"" ""je met quoi mtn"" ""je met 28 la ou je reste sur 20"" ""tu met cb toi"" ""jure wallah"" ""continue continue"" ""ok"" """" ""normalement on est pas censé gagner les deux 67"" ""vas y on met sa "" ""67.27"" ""on doit mettre la mem chose ?"" ""bah on met 26 alors"" ""c pas bien"" ""bah évite de me la mettre à l'envers sa sera encore mieux"" ""faut quon gagne plus jai grv des moins la c trop"" ""vas y met 28 la c tous"" ""bah 26"" ""moi je jou plus avec toi tas vue"" ""26 26"" ""moi jai rah les moins je vais avoir pas bcp genre 2e"" ""mitho !"" ""et moi 18 normalement c "" ""mais evite de te tromper mdrrr je veux des  sous merde mdr"" ""bah je met pareil non"" ""je t'écoute plus c finis"" ""ok"" ""pck sur la feuille ya écrit sa regarde"" ""mdrrrrrr"" ""ok"" ""tes sur tu vas pas changer apres ?"" ""oui biensur"" ""on met 28 la "" ""tu vas mettre quoi toi"" ""ok 26"" ""on met 28 jusqua la fin ?"" ""tu me déclare la guerre un peu la"" ""pck tu tes trompé 1fois deux fois ok mais la c voila quoi"" ""on met 26 jusqua la fin la"" ""vite plus que 30 sec"" ""on met quoi mtn "" ""dis moi quoii mettre toi aussi"" ""28*"" ""ok"" ""on peut pas mettre 100"" ""15"" ""oui"" ""bah pk tas mis 14"" ""pk tas mis 18 enfaite"" ""et tas vue evite de me la mettre a lenvers"" ""dis"" ""c'est entre 0 et 228"" ""4 ?"" ""acheter de l'insecticide"" ""oui biensur"" ""ok donc 20 apres 28"" ""mdrrrrrrrrrrrr "" ""grv heureusement"" ""trop tu m'anarque"" """" ""toi tes patie pour 8/10 la"" ""c une blague la"" ""il reste cb de manche"" ""je dois avoir -200"" ""je met quoi"" ""26"" ""jai plus de - que de +"" ""jai compris comment sa marche"" ""je fais que perdre"" ""pk tu me mens comme sa"" ""11*41.91 sa fait cb"" ""ouai c'est bon "" ""mechant"" ""MET PAS 26 POUR LA PERIODE "" ""toi ta mis 26 a la peridoe"" ""a ?"" ""11x41.65 ca fait bon"" ""26 a la periode"" ""faut mettre la meme chose faut y arriver quoi "" ""26 et toi ? "" ""merde recommence"" ""c'est good man"" ""26"" ""26"" ""Ta mis encore 26 pour la periode ?"" ""met 26 a la periode "" ""ou champion"" ""c'est la periode !!"" ""hello"" ""mais apres on remet 26"" ""j'ai essayer "" ""yoooo"" ""Bah je voulais mettre 28 pck tu gagne plus toi"" ""et moi moin"" ""periode met pas autant "" ""Tu sais quoi ?"" ""c'est bon 26 encore"" ""c'est moi je met 26 et toi aussi "" ""sinon tu vas perdre des sous"" ""jaller te le dire met ca a couper "" ""26 encore"" ""non 26 c mieu"" ""oui"" ""une fois sur deux on va faire 20"" ""vas y met 18"" ""bon ecoute je met 26 et toi 26 et la periode tu met en dessous de 10 "" ""26"" ""26 encore "" ""ca va ?"" ""wlh 26 et 26 on a les meilleurs gain"" ""bah ouai"" ""vas y "" ""POUR FAIRE DES SOUS FAUT TAFFER EN EQUIPE"" ""on est repartit le mieu pour les deux championne "" ""Ya pas le mieux c'est 26"" ""26 c mieu"" ""j'ai l'impression que tu gagne plus avec les periodes "" ""Bah regarde "" ""tu met quoi ?"" ""pck toi aussi tu me la met a l'envers l"" ""la"" ""vif"" ""On va rester a 20 pour la période c'est mieux "" ""ALOURAAAAAAA"" ""c'est 26 le mieux"" ""ta capter ?"" ""comme tu veux"" ""Excuse "" ""il reste 11 manche "" ""c'est la véritée"" ""au debuit les moin que ta eu c pck je capter pas non plus non ??"" ""?"" ""par contre 28 pour l'autre truc"" ""La vie de ma mere je met 26 basta"" ""je sais pas ?"" ""bah voila"" ""comme ca tu remonte vu que ta que des moin "" ""enfin "" ""c'est chaud un peut "" ""on fait ca jusqua la fin ca doit etre bon "" ""pas grave "" ""et a nous les loverrrrrr"" ""oui il en reste 4"" ""Bha oui on compris "" ""400 et quelque en s'en fou"" ""non"" ""On va essayer periode 100 et 28  c'est bon ?"" ""je sais pas capte"" ""periode 20"" ""Bha si ta capter tu verras que le mieu c 26"" ""moi aussi"" ""Quel origine ?"" ""On est bien "" ""je suis comme toi"" ""alors arrete de mettre 16 ou quoi"" ""c'est bon ? ta compris mtn faut quon fasse a deux sinon ca sert a rien"" ""melange explosif "" ""oui"" ""tu vas pas gagner que 2 balles"" ""a"" ""26 c le mieux"" ""ok"" ""26 pareil "" ""DONC MET 26 ET LA PERIODE TU 15"" ""si tu veut le dernier gain je te le donne "" ""regarde "" ""met 28 "" ""met 28 la "" ""comme ca tu gagne 60 je sais pas quoi"" ""tA CAPTER "" ""sinn 26 26"" ""dit moi"" ""28"" ""nawak"" ""excuse"" ""si toi tu met 18 "" ""je me suis tromper "" ""moi je met 28"" ""T'en a combien ?"" ""non t'es fou tkt"" ""termine le dialogue a chaque fois ca va plus vite"" ""j'ai dit le dernier "" ""tu met 8"" ""Maintentant 28 et periode 20"" ""LE DERNIER "" ""BON "" ""jetait sur que tavais pas compris "" ""vas y je met 18 je me suis tromper"" ""pck t'aller mettre 18 mtn"" ""alors que je tes dit le dernier "" ""mtn zap"" ""bah je me suis tromper"" ""marocain algerien tunisien ?"" ""marocain"" ""et turc"" ""met 26"" ""26 pardon"" ""Bah c mtn"" ""je voulais mettre 28 ca mere"" ""mais c bon trop tard """
1,1,1,"""celui qui met 18 va perdre 7.56"" ""oui on gagne 41.91"" ""ya pas mieux fait confiance "" ""le mieux pour nos gains c'est qu'on fasse 26026"" ""sur deux coup on prend 82"" ""260260"" ""oui c'est sur"" "";)"" ""mdrrr"" ""cherche mieux dans le calculateur mais sa m'etonnerait"" ""au final on va prendre 12 euros"" ""oui je pense bien aussi"" ""ah oui bonne idee"" ""chacun"" ""vien on accelere"" ""nan faut baisser"" ""26 26"" ""tjs"" ""25.4"" ""25.8"" ""en tout cas belle chemise rouge"" ""alors que 41.96"" ""appuie sur termnier dialogue"" ""oui je suis sur tkt "" ""on prend 41.94"" ""comment sa "" ""mais pk 26/26 on totalise 41.91"" ""je pense que c'est le mieux"" ""bah nan psk sur deux coup tu prend 60"" ""plus 5 euros "" ""je pensais a sa sa ma gave"" ""si on appuie nous deux "" ""jaurais essayé"" ""si on appuie tous les deux on passe à letape suivante"" ""25.4"" ""sa sert l'economie "" ""oui pareil"" ""psk si on part sur 18/28"" ""a chaque fois"" ""c'est le max qu'on peut faire a deux "" ""sinon on reste sur 25.4"" ""fait moi confiance"" """" ""sont cachés"" ""on fait tout tous en même temps"" """" ""que les plus gros gains"" """" ""puis tu perd 7"" """" ""la courbe est croissante décroissante"" ""26.5"" ""si tu met le tableau sous forme d'un algo pusi d'une fonction "" ""ça changera rien"" ""vec le calculateur"" ""impossible d'avoir un benef plus haut à 2 "" """" """" """" """" ""ça fait 750 face à 1200"" ""25.8"" ""tu gagne plus "" ""part du principe"" ""ouai "" """" ""tu peux arrêter de chercher"" """" ""17"" ""cherche des chiffres qui sont pas dans le tableau"" ""18 / 28 pour commencer"" ""c'est l'extremum 25.4"" ""part sur 18 /28"" ""raté"" ""oublei en fait"" ""fin"" """" ""'est chelou"" ""et l'extremum c'est ce qu'on a "" ""c"" ""a"" ""nan ça attend que tout le monde ait finit quand même"" """" ""pusi tu reprend 68"" ""en fait"" ""sur 30 coups"" ""haha"" ""tu prends 68 "" ""ya 0 logique math dedans en fait"" """" ""on fait une fois chaqu'un"" ""la meme"" """" ""sur ?"" """" """" """" ""faut attendre tout le monde"" ""j'continue à chercher quand même"" """" ""en fait"" ""c'est archi long par contre"""
1,1,1,"""tu veux mettre quoi"" ""salut "" ""j ai pas bien compris le jeu"" ""ok"" ""salut "" ""28.0"" ""je mets quoi j,ai pas bien compris le jeu"" ""mets  28.0"" ""salut tu veux metre quoi"" ""salut "" ""met 28 "" ""hola"" ""?"" "":p"" ""salut tu veux mettre quoi "" ""20.0"" ""met 28"" ""salut je mets quoi j'ai pas bien compris le jeu"" ""mais non dit moi "" ""tu connais mieux que moi"" ""salut"" ""tu mets cb "" ""tu vas mettre quoi"" ""salut je mets quoi "" ""tu mets cb "" ""salut"" ""met 28.0"" ""hola"" ""123456789"" ""je mets quoi "" ""tu veux mettre quoi"" ""tu choisis quoi "" ""tu vas mettre quoi"" ""ok"" ""ezane non"" ""comme ca tu gagnes bien vasy"" ""28.0"" ""mets 28"" ""ils sont presses"" ""j'ai pas bien compris le jeu"" ""tu choisis quoi"" ""mets 28.0"" ""ciaoooo"" ""salut "" ""met 28.0"" ""ok"" ""salut"" ""ok merci"" "";)"" ""salut "" ""salut "" ""16"" ""ok"" ""28"" ""tu mets combien toi ? "" ""28"" ""et toi ?"" ""met 28"" ""16 et toi ? "" ""met 28"" ""16"" ""ce que tu veux"" ""22"" ""28"" ""14"" ""ok"" ""14"" ""met 28"" ""26"" ""daccord "" ""salut"" ""daccord"""
1,1,1,"""cest toi avec les lunettes ?"" ""bien"" ""dis le "" ""une autre proposition interessante ?"" ""26"" ""mon choix ?"" ""oui"" ""mets  25.9 "" ""25.5"" ""mon choix  18"" ""ok"" ""le dernier"" ""on fait 28 ?"" ""comment on fait"" ""bonjour"" ""."" """" ""ok"" ""si ca te plait onn le fait"" ""si tas une autre idee"" ""ou buien onfait 28."" ""alors  25.5"" ""salut"" ""oui"" ""ahah egalement"" ""(28. 28 )"" ""ko"" ""hey"" ""ok"" ""(28;28)"" ""5"" ""alors"" ""on fait 25.9 "" ""yes"" ""on le fait ?"" ""enfin"" ""ou on fait  26 "" ""les  2"" ""hey"" ""oui pas mal"" ""la proposition que je tai dis"" ""supperr"" ""dans la feuille ou il y a ecrit choix de lautre 28 et mon chioix 18"" ""ok 26"" ""(25.5 ;25.5)  "" ""choix de lautre  28"" ""alors ?"" ""et regarde le gain "" ""oui "" ""ouii"" ""cest bon aors"" ""as always"" ""mais mieux"" ""salut"" ""28 28 ?"" ""??"" ""aussi "" ""jai cherche mais ya rien"" ""oui"" ""ok"" ""5"" ""25.5"" ""ahhah"" ""on reste  sur  28"" ""alors ?"" ""hahah oui"" ""2"" ""oui"" ""cest quon aura  68 point"" ""cest mieux"" ""ca marche"" ""ok"" ""sur ton choix et mon choix "" ""on fait (26.0;26.0)"" ""le*"" ""Salut"" ""haha"" ""Et on voit"" ""?"" ""Essayes 28"" ""(26;26)"" ""non j'ai cherché"" ""Oui"" ""Bon le but est de prendre les plus gros benef au milieu a droite du tableau"" ""25.5"" ""(28;28) ça te parrait bien ?"" ""c'est un peu mieux"" ""25,9"" ""Du coup ?"" ""J'ai pas vu"" ""40*30=1200"" ""On reste a (25,9;25,9) ?"" ""On reprend le 26 26"" ""plus les 5"" ""26 26"" ""On continue comme ça alors"" ""Ok"" ""Non j'ai pas trouvé grand chose"" """" ""Ok moi j'continues sur 28"" ""Comme d'habitude"" ""Moi ça me semble raisonnable"" ""o"" ""le 25.5 de la fin"" ""On change rien jusqu'a ce que l'un de nous deux ait une nouvelle idee"" ""C'est plus ou moins que 26;26 ?"" ""Non toi fais 28"" ""25.5 Toujours, y'a pas mieux j'pense"" ""(28;28) reste comme ça"" ""Tu me dis si tu trouves une meilleure méthode"" ""Comment ça 25.9"" ""C'est quoi le gain ?"" ""Non j'préfère garder le (28;28)"" ""On s'en sors bien"" ""Oui"" ""(On essaye si tu veux"" ""ok ok on mets 25.9"" ""J'ai un plan pour gagner 60"" ""(26;26)"" ""(28;28)"" ""termine la dialogue comme ça c'est vite fait"" ""les autres idée elles sont benef que pour moi"" ""c'était l'avant dernier"" ""Ok ok"" ""l'argent arrive"" ""Moi j'trouves ça bien"" ""Bon on reprends sur (26;26)"" ""k"" ""De benef"" ""Laquelle ?"" ""j'te laisse observer les donnees les plus positives"" ""oui"" ""OUi"" ""Ok"" ""41.92"" ""Ok les deux a 25.9"" ""on essaye si ça march epas"" ""C'est bien !"" ""25,5"" ""Oui"" ""Tu vas prendre 28 jusqu'a la fin"" ""25.5"" ""En gros on sort avec 15 euros"" ""Ok"""
1,1,1,"""pareil :)"" ""confiance"" ""bon 28.0 tout les 2 c'est bien aussi^^"" ""pour avoir trouvé cette combinaison"" ""définitivement"" ""26.0 on réfléchit plus"" ""ah ok"" ""refait 26.0 moi aussi "" ""merci et bravo"" ""26.0 on bouge plus "" ""26.0 et 26.0"" ""26.0 jusqu'au bout!!!!!!"" ""surprise"" ""parfait"" ""encore ^plus moi 10.0 et toi 28.0"" ""je continu 26.0"" ""bon "" ""ouaip"" ""ok moi 28.0 toi 18.0"" ""pareil"" ""oui"" ""bonjour"" ""ok"" ""donc là 26.0"" ""ok ok"" ""égalité"" ""si on met 26.0 tu sors tu négatif"" ""on est à égalité :)"" ""maintenant on peut alterner "" ""apres on refet 26 et 26"" ""traitre mdr"" ""26 puis 26 jusqua la fin"" ""tu avais de lavance et je devais la ratraper desoler maintenant on refet 26 ?"" ""tu es nul"" ""merci detre de comfiance on se retrouvera dehors le poche pleinne ;)"" ""bonjouir"" ""bon mainteant on est presque egaliter appart que tu as un peu plus mdr"" ""je met 28 "" ""tu veux gagner des sous ?"" ""26 cest mieux tout le temps "" ""mainteant met toi 28 et moi 18"" ""met 18 comme ca on revient a egaliter sinon je metb 0 tout le temps et tu perd tout "" ""26 toout le temps !"" ""parfait "" ""bon 26 et 26 tout le temps ?"" ""mes tout"" ""et on change plus sinon je met out le temps 0"" ""desoler je voulais mettre 26 je me suis juste trompe :/"" ""mais dazbord tu mes 28 et moi 18 comme sa on revient a egaliter"" ""18 et 28 plutot ?"" ""oui"" ""tu veux pas mettre 28 etb moi je mes 18 ?"" ""je me suis tromper je voulais duire 28 pour toit mdr "" ""comment ca ?"" ""et tu perdra tout donc me la mes pas a l'envers "" ""et apres on faity 26 tout le temps si tu veux "" ""non met 18"""
